Precinct TEVS,Ballot Page,ballot Side,Contest TEVS,Choice TEVS,TEVS Voteops Marked,TEVS Total Voteops,TEVS Voteops not Marked,TEVS Over Votes,Precinct HART,Contest HART,Choice HART,HART Count,HART Ballots,Votes Counted TEVS Minus HART,Total Voteops TEVS Minus HART,ABS Votes Counted TEVS Minus HART,ABS Total Voteops TEVS Minus HART,Margin,Error Pct,Sort Key
000053,1,1,USSEN,LORETTA_L_SANCHEZ,114,404,290,0,~  3A--1,US SENATOR,LORETTA L. SANCHEZ,114,405,0,-1,0,1,117,   0.00%,3A--1.US SENATOR.LORETTA L. SANCHEZ
000054,1,1,ARCATA_CC,DANIEL_MURPHY,119,647,528,0,~  3A--2,ARCATA CITY COUNCILMEMB,DANIEL MURPHY,119,647,0,0,0,0,20,   0.00%,3A--2.ARCATA CITY COUNCILMEMBER.DANIEL MURPHY
000054,1,1,ARCATA_CC,MICHAEL_WINKLER,355,647,292,1,~  3A--2,ARCATA CITY COUNCILMEMB,MICHAEL WINKLER,355,647,0,0,0,0,20,   0.00%,3A--2.ARCATA CITY COUNCILMEMBER.MICHAEL WINKLER
000054,1,1,ARCATA_CC,PAUL_PITINO,275,647,372,1,~  3A--2,ARCATA CITY COUNCILMEMB,PAUL PITINO,275,647,0,0,0,0,20,   0.00%,3A--2.ARCATA CITY COUNCILMEMBER.PAUL PITINO
000054,1,1,ARCATA_CC,SUSAN_ORNELAS,375,647,272,1,~  3A--2,ARCATA CITY COUNCILMEMB,SUSAN ORNELAS,375,647,0,0,0,0,20,   0.00%,3A--2.ARCATA CITY COUNCILMEMBER.SUSAN ORNELAS
000054,1,1,ARCATA_CC,VALERIE_ROSE-CAMPBELL,140,647,507,1,~  3A--2,ARCATA CITY COUNCILMEMB,VALERIE ROSE-CAMPBELL,140,647,0,0,0,0,20,   0.00%,3A--2.ARCATA CITY COUNCILMEMBER.VALERIE ROSE-CAMPBELL
000054,1,1,ARCATA_CC,Write_in,10,1941,1931,0,~  3A--2,ARCATA CITY COUNCILMEMB,Write_in,10,647,0,1294,0,1294,20,   0.00%,3A--2.ARCATA CITY COUNCILMEMBER.Write_in
000054,2,4,MEAS_F,NO,247,648,401,0,~  3A--2,MEASURE F CITY OF ARCAT,NO,247,647,0,1,0,1,66,   0.00%,3A--2.MEASURE F CITY OF ARCATA UTILITY USERS TAX..NO
000054,2,4,MEAS_F,YES,313,648,335,0,~  3A--2,MEASURE F CITY OF ARCAT,YES,313,647,0,1,0,1,66,   0.00%,3A--2.MEASURE F CITY OF ARCATA UTILITY USERS TAX..YES
000054,2,3,MEAS_H,NO,125,648,523,0,~  3A--2,MEASURE H ARCATA SCHOOL,NO,125,647,0,1,0,1,314,   0.00%,3A--2.MEASURE H ARCATA SCHOOL DISTRICT PARCEL TAX..NO
000054,2,3,MEAS_H,YES,435,648,213,0,~  3A--2,MEASURE H ARCATA SCHOOL,YES,439,647,-4,1,4,1,314,   1.27%,3A--2.MEASURE H ARCATA SCHOOL DISTRICT PARCEL TAX..YES
000054,2,3,MEAS_I,BONDS_NO,158,648,490,0,~  3A--2,MEASURE I ARCATA SCHOOL,BONDS NO,157,647,1,1,1,1,246,   0.41%,3A--2.MEASURE I ARCATA SCHOOL DISTRICT BOND MEASURE..BONDS NO
000054,2,3,MEAS_I,BONDS_YES,404,648,244,0,~  3A--2,MEASURE I ARCATA SCHOOL,BONDS YES,403,647,1,1,1,1,246,   0.41%,3A--2.MEASURE I ARCATA SCHOOL DISTRICT BOND MEASURE..BONDS YES
000054,2,3,MEAS_Q,NO,252,648,396,3,~  3A--2,MEASURE Q HUMBOLDT COUN,NO,251,647,1,1,1,1,9,  11.11%,3A--2.MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE..NO
000054,2,3,MEAS_Q,YES,243,648,405,3,~  3A--2,MEASURE Q HUMBOLDT COUN,YES,242,647,1,1,1,1,9,  11.11%,3A--2.MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE..YES
000054,2,3,MEAS_R,NO,230,648,418,2,~  3A--2,MEASURE R HUMBOLDT COUN,NO,228,647,2,1,2,1,39,   5.13%,3A--2.MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE..NO
000054,2,3,MEAS_R,YES,264,648,384,2,~  3A--2,MEASURE R HUMBOLDT COUN,YES,267,647,-3,1,3,1,39,   7.69%,3A--2.MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE..YES
000054,2,3,MEAS_S,NO,153,648,495,2,~  3A--2,MEASURE S HUMBOLDT COUN,NO,152,647,1,1,1,1,287,   0.35%,3A--2.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..NO
000054,2,3,MEAS_S,YES,434,648,214,2,~  3A--2,MEASURE S HUMBOLDT COUN,YES,439,647,-5,1,5,1,287,   1.74%,3A--2.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..YES
000054,2,4,MEAS_U,NO,208,648,440,1,~  3A--2,MEASURE U LOCAL TRANSPO,NO,207,647,1,1,1,1,155,   0.65%,3A--2.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..NO
000054,2,4,MEAS_U,YES,362,648,286,1,~  3A--2,MEASURE U LOCAL TRANSPO,YES,362,647,0,1,0,1,155,   0.00%,3A--2.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..YES
000054,2,4,MEAS_V,NO,181,648,467,0,~  3A--2,MEASURE V MOBILE HOME P,NO,181,647,0,1,0,1,204,   0.00%,3A--2.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..NO
000054,2,4,MEAS_V,YES,385,648,263,0,~  3A--2,MEASURE V MOBILE HOME P,YES,385,647,0,1,0,1,204,   0.00%,3A--2.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..YES
000054,1,1,PRES,DONALD_J_TRUMP,79,647,568,0,~  3A--2,PRESIDENT AND VICE PRES,DONALD J. TRUMP      ,79,647,0,0,0,0,379,   0.00%,3A--2.PRESIDENT AND VICE PRESIDENT.DONALD J. TRUMP      and MICHAEL R. PENCE
000054,1,1,PRES,GARY_JOHNSON,18,647,629,1,~  3A--2,PRESIDENT AND VICE PRES,GARY JOHNSON      and,17,647,1,0,1,0,379,   0.26%,3A--2.PRESIDENT AND VICE PRESIDENT.GARY JOHNSON      and BILL WELD
000054,1,1,PRES,GLORIAYESTELA_LA_RIVA,3,647,644,0,~  3A--2,PRESIDENT AND VICE PRES,GLORIA ESTELA LA RIVA,3,647,0,0,0,0,379,   0.00%,3A--2.PRESIDENT AND VICE PRESIDENT.GLORIA ESTELA LA RIVA      and DENNIS J. BANKS
000054,1,1,PRES,HILLARY_CLINTON,459,647,188,2,~  3A--2,PRESIDENT AND VICE PRES,HILLARY CLINTON      ,458,647,1,0,1,0,379,   0.26%,3A--2.PRESIDENT AND VICE PRESIDENT.HILLARY CLINTON      and TIM KAINE
000054,1,1,PRES,JILL_STEIN,53,647,594,1,~  3A--2,PRESIDENT AND VICE PRES,JILL STEIN      and A,52,647,1,0,1,0,379,   0.26%,3A--2.PRESIDENT AND VICE PRESIDENT.JILL STEIN      and AJAMU BARAKA
000054,1,1,PRES,Write_in,23,647,624,0,~  3A--2,PRESIDENT AND VICE PRES,Write_in,25,647,-2,0,2,0,379,   0.53%,3A--2.PRESIDENT AND VICE PRESIDENT.Write_in
000054,1,1,PROP_51,NO,201,647,446,2,~  3A--2,PROPOSITION 51 SCHOOL B,NO,203,647,-2,0,2,0,197,   1.02%,3A--2.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.NO
000054,1,1,PROP_51,YES,402,647,245,2,~  3A--2,PROPOSITION 51 SCHOOL B,YES,400,647,2,0,2,0,197,   1.02%,3A--2.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.YES
000054,1,1,PROP_52,NO,124,647,523,3,~  3A--2,PROPOSITION 52 MEDI-CAL,NO,122,647,2,0,2,0,341,   0.59%,3A--2.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..NO
000054,1,1,PROP_52,YES,464,647,183,3,~  3A--2,PROPOSITION 52 MEDI-CAL,YES,463,647,1,0,1,0,341,   0.29%,3A--2.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..YES
000054,1,1,PROP_53,NO,387,647,260,5,~  3A--2,PROPOSITION 53 REVENUE ,NO,387,647,0,0,0,0,187,   0.00%,3A--2.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
000054,1,1,PROP_53,YES,205,647,442,5,~  3A--2,PROPOSITION 53 REVENUE ,YES,200,647,5,0,5,0,187,   2.67%,3A--2.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..YES
000054,1,1,PROP_54,NO,226,647,421,1,~  3A--2,PROPOSITION 54 LEGISLAT,NO,227,647,-1,0,1,0,139,   0.72%,3A--2.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.NO
000054,1,1,PROP_54,YES,364,647,283,1,~  3A--2,PROPOSITION 54 LEGISLAT,YES,366,647,-2,0,2,0,139,   1.44%,3A--2.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.YES
000054,1,2,PROP_55,NO,111,646,535,1,~  3A--2,PROPOSITION 55 TAX EXTE,NO,110,647,1,-1,1,1,383,   0.26%,3A--2.PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
000054,1,2,PROP_55,YES,492,646,154,1,~  3A--2,PROPOSITION 55 TAX EXTE,YES,493,647,-1,-1,1,1,383,   0.26%,3A--2.PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT..YES
000054,1,2,PROP_56,NO,171,646,475,0,~  3A--2,PROPOSITION 56 CIGARETT,NO,171,647,0,-1,0,1,278,   0.00%,"3A--2.PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND.NO"
000054,1,2,PROP_56,YES,449,646,197,0,~  3A--2,PROPOSITION 56 CIGARETT,YES,449,647,0,-1,0,1,278,   0.00%,"3A--2.PROPOSITION 56 CIGARETTE TAX TO FUND HEALTHCARE, TOBACCO USE PREVENTION, RESEARCH, AND.YES"
000054,1,2,PROP_57,NO,111,646,535,1,~  3A--2,PROPOSITION 57 CRIMINAL,NO,110,647,1,-1,1,1,384,   0.26%,3A--2.PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE.NO
000054,1,2,PROP_57,YES,493,646,153,1,~  3A--2,PROPOSITION 57 CRIMINAL,YES,494,647,-1,-1,1,1,384,   0.26%,3A--2.PROPOSITION 57 CRIMINAL SENTENCES. PAROLE. JUVENILE CRIMINAL PROCEEDINGS AND SENTENCING. INITIATIVE.YES
000054,1,2,PROP_58,NO,79,646,567,0,~  3A--2,PROPOSITION 58 ENGLISH ,NO,80,647,-1,-1,1,1,433,   0.23%,3A--2.PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE..NO
000054,1,2,PROP_58,YES,513,646,133,0,~  3A--2,PROPOSITION 58 ENGLISH ,YES,513,647,0,-1,0,1,433,   0.00%,3A--2.PROPOSITION 58 ENGLISH PROFICIENCY. MULTILINGUAL EDUCATION. INITIATIVE STATUTE..YES
000054,1,2,PROP_59,NO,130,646,516,0,~  3A--2,PROPOSITION 59 CORPORAT,NO,131,647,-1,-1,1,1,315,   0.32%,3A--2.PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS..NO
000054,1,2,PROP_59,YES,445,646,201,0,~  3A--2,PROPOSITION 59 CORPORAT,YES,446,647,-1,-1,1,1,315,   0.32%,3A--2.PROPOSITION 59 CORPORATIONS. POLITICAL SPENDING. FEDERAL CONSTITUTIONAL PROTECTIONS..YES
000054,1,2,PROP_60,NO,394,646,252,1,~  3A--2,PROPOSITION 60 ADULT FI,NO,393,647,1,-1,1,1,207,   0.48%,3A--2.PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE..NO
000054,1,2,PROP_60,YES,185,646,461,1,~  3A--2,PROPOSITION 60 ADULT FI,YES,186,647,-1,-1,1,1,207,   0.48%,3A--2.PROPOSITION 60 ADULT FILMS. CONDOMS. HEALTH REQUIREMENTS. INITIATIVE STATUTE..YES
000054,1,2,PROP_61,NO,208,646,438,2,~  3A--2,PROPOSITION 61 STATE PR,NO,207,647,1,-1,1,1,151,   0.66%,3A--2.PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE..NO
000054,1,2,PROP_61,YES,359,646,287,2,~  3A--2,PROPOSITION 61 STATE PR,YES,358,647,1,-1,1,1,151,   0.66%,3A--2.PROPOSITION 61 STATE PRESCRIPTION DRUG PURCHASES. PRICING STANDARDS. INITIATIVE STATUTE..YES
000054,1,2,PROP_62,NO,180,646,466,3,~  3A--2,PROPOSITION 62 DEATH PE,NO,179,647,1,-1,1,1,243,   0.41%,3A--2.PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE..NO
000054,1,2,PROP_62,YES,424,646,222,3,~  3A--2,PROPOSITION 62 DEATH PE,YES,422,647,2,-1,2,1,243,   0.82%,3A--2.PROPOSITION 62 DEATH PENALTY. INITIATIVE STATUTE..YES
000054,2,3,PROP_63,NO,169,648,479,0,~  3A--2,PROPOSITION 63 FIREARMS,NO,169,647,0,1,0,1,281,   0.00%,3A--2.PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE..NO
000054,2,3,PROP_63,YES,450,648,198,0,~  3A--2,PROPOSITION 63 FIREARMS,YES,450,647,0,1,0,1,281,   0.00%,3A--2.PROPOSITION 63 FIREARMS. AMMUNITION SALES. INITIATIVE STATUTE..YES
000054,2,3,PROP_64,NO,179,648,469,2,~  3A--2,PROPOSITION 64 MARIJUAN,NO,180,647,-1,1,1,1,270,   0.37%,3A--2.PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE..NO
000054,2,3,PROP_64,YES,453,648,195,2,~  3A--2,PROPOSITION 64 MARIJUAN,YES,450,647,3,1,3,1,270,   1.11%,3A--2.PROPOSITION 64 MARIJUANA LEGALIZATION. INITIATIVE STATUTE..YES
000054,2,3,PROP_65,NO,316,648,332,3,~  3A--2,PROPOSITION 65 CARRYOUT,NO,316,647,0,1,0,1,25,   0.00%,3A--2.PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE..NO
000054,2,3,PROP_65,YES,292,648,356,3,~  3A--2,PROPOSITION 65 CARRYOUT,YES,291,647,1,1,1,1,25,   4.00%,3A--2.PROPOSITION 65 CARRYOUT BAGS. CHARGES. INITIATIVE STATUTE..YES
000054,2,3,PROP_66,NO,404,648,244,2,~  3A--2,PROPOSITION 66 DEATH PE,NO,404,647,0,1,0,1,241,   0.00%,3A--2.PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE..NO
000054,2,3,PROP_66,YES,165,648,483,2,~  3A--2,PROPOSITION 66 DEATH PE,YES,163,647,2,1,2,1,241,   0.83%,3A--2.PROPOSITION 66 DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE..YES
000054,2,3,PROP_67,NO,130,648,518,1,~  3A--2,PROPOSITION 67 BAN ON S,NO,130,647,0,1,0,1,359,   0.00%,3A--2.PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM..NO
000054,2,3,PROP_67,YES,489,648,159,1,~  3A--2,PROPOSITION 67 BAN ON S,YES,489,647,0,1,0,1,359,   0.00%,3A--2.PROPOSITION 67 BAN ON SINGLE-USE PLASTIC BAGS. REFERENDUM..YES
000054,1,1,STATEASS2,JIM_WOOD,452,647,195,0,~  3A--2,"STATE ASSEMBLY, DISTRIC",JIM WOOD,452,647,0,0,0,0,348,   0.00%,"3A--2.STATE ASSEMBLY, DISTRICT 2.JIM WOOD"
000054,1,1,STATEASS2,KEN_ANTON,104,647,543,0,~  3A--2,"STATE ASSEMBLY, DISTRIC",KEN ANTON,104,647,0,0,0,0,348,   0.00%,"3A--2.STATE ASSEMBLY, DISTRICT 2.KEN ANTON"
000054,1,1,USREP,DALE_K_MENSING,78,647,569,0,~  3A--2,US REPRESENTATIVE IN CO,DALE K. MENSING,78,647,0,0,0,0,450,   0.00%,"3A--2.US REPRESENTATIVE IN CONGRESS, DISTRICT 2.DALE K. MENSING"
000054,1,1,USREP,JARED_W_HUFFMAN,528,647,119,0,~  3A--2,US REPRESENTATIVE IN CO,JARED W. HUFFMAN,528,647,0,0,0,0,450,   0.00%,"3A--2.US REPRESENTATIVE IN CONGRESS, DISTRICT 2.JARED W. HUFFMAN"
000054,1,1,USSEN,KAMALA_D_HARRIS,397,647,250,1,~  3A--2,US SENATOR,KAMALA D. HARRIS,398,647,-1,0,1,0,250,   0.40%,3A--2.US SENATOR.KAMALA D. HARRIS
000054,1,1,USSEN,LORETTA_L_SANCHEZ,145,647,502,1,~  3A--2,US SENATOR,LORETTA L. SANCHEZ,148,647,-3,0,3,0,250,   1.20%,3A--2.US SENATOR.LORETTA L. SANCHEZ
000055,1,1,ARCATA_CC,DANIEL_MURPHY,113,724,611,1,~  3A--3,ARCATA CITY COUNCILMEMB,DANIEL MURPHY,112,724,1,0,1,0,54,   1.85%,3A--3.ARCATA CITY COUNCILMEMBER.DANIEL MURPHY
000055,1,1,ARCATA_CC,MICHAEL_WINKLER,380,724,344,2,~  3A--3,ARCATA CITY COUNCILMEMB,MICHAEL WINKLER,378,724,2,0,2,0,54,   3.70%,3A--3.ARCATA CITY COUNCILMEMBER.MICHAEL WINKLER
000055,1,1,ARCATA_CC,PAUL_PITINO,346,724,378,2,~  3A--3,ARCATA CITY COUNCILMEMB,PAUL PITINO,344,724,2,0,2,0,54,   3.70%,3A--3.ARCATA CITY COUNCILMEMBER.PAUL PITINO
000055,1,1,ARCATA_CC,SUSAN_ORNELAS,433,724,291,1,~  3A--3,ARCATA CITY COUNCILMEMB,SUSAN ORNELAS,432,724,1,0,1,0,54,   1.85%,3A--3.ARCATA CITY COUNCILMEMBER.SUSAN ORNELAS
000055,1,1,ARCATA_CC,VALERIE_ROSE-CAMPBELL,147,724,577,2,~  3A--3,ARCATA CITY COUNCILMEMB,VALERIE ROSE-CAMPBELL,144,724,3,0,3,0,54,   5.56%,3A--3.ARCATA CITY COUNCILMEMBER.VALERIE ROSE-CAMPBELL
000055,1,1,ARCATA_CC,Write_in,15,2172,2157,0,~  3A--3,ARCATA CITY COUNCILMEMB,Write_in,15,724,0,1448,0,1448,54,   0.00%,3A--3.ARCATA CITY COUNCILMEMBER.Write_in
000055,2,4,MEAS_F,NO,276,717,441,1,~  3A--3,MEASURE F CITY OF ARCAT,NO,275,724,1,-7,1,7,65,   1.54%,3A--3.MEASURE F CITY OF ARCATA UTILITY USERS TAX..NO
000055,2,4,MEAS_F,YES,341,717,376,1,~  3A--3,MEASURE F CITY OF ARCAT,YES,340,724,1,-7,1,7,65,   1.54%,3A--3.MEASURE F CITY OF ARCATA UTILITY USERS TAX..YES
000055,2,3,MEAS_H,NO,123,717,594,1,~  3A--3,MEASURE H ARCATA SCHOOL,NO,123,724,0,-7,0,7,408,   0.00%,3A--3.MEASURE H ARCATA SCHOOL DISTRICT PARCEL TAX..NO
000055,2,3,MEAS_H,YES,531,717,186,1,~  3A--3,MEASURE H ARCATA SCHOOL,YES,531,724,0,-7,0,7,408,   0.00%,3A--3.MEASURE H ARCATA SCHOOL DISTRICT PARCEL TAX..YES
000055,2,3,MEAS_I,BONDS_NO,154,717,563,0,~  3A--3,MEASURE I ARCATA SCHOOL,BONDS NO,154,724,0,-7,0,7,324,   0.00%,3A--3.MEASURE I ARCATA SCHOOL DISTRICT BOND MEASURE..BONDS NO
000055,2,3,MEAS_I,BONDS_YES,478,717,239,0,~  3A--3,MEASURE I ARCATA SCHOOL,BONDS YES,478,724,0,-7,0,7,324,   0.00%,3A--3.MEASURE I ARCATA SCHOOL DISTRICT BOND MEASURE..BONDS YES
000055,2,3,MEAS_Q,NO,271,717,446,2,~  3A--3,MEASURE Q HUMBOLDT COUN,NO,270,724,1,-7,1,7,0,--,3A--3.MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE..NO
000055,2,3,MEAS_Q,YES,272,717,445,2,~  3A--3,MEASURE Q HUMBOLDT COUN,YES,270,724,2,-7,2,7,0,--,3A--3.MEASURE Q HUMBOLDT COUNTY CREATION OF FINANCE DEPARTMENT MEASURE..YES
000055,2,3,MEAS_R,NO,264,717,453,4,~  3A--3,MEASURE R HUMBOLDT COUN,NO,262,724,2,-7,2,7,20,  10.00%,3A--3.MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE..NO
000055,2,3,MEAS_R,YES,285,717,432,4,~  3A--3,MEASURE R HUMBOLDT COUN,YES,282,724,3,-7,3,7,20,  15.00%,3A--3.MEASURE R HUMBOLDT COUNTY FINANCE DEPARTMENT ELECTIVE OFFICE MEASURE..YES
000055,2,3,MEAS_S,NO,186,717,531,3,~  3A--3,MEASURE S HUMBOLDT COUN,NO,185,724,1,-7,1,7,287,   0.35%,3A--3.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..NO
000055,2,3,MEAS_S,YES,474,717,243,3,~  3A--3,MEASURE S HUMBOLDT COUN,YES,472,724,2,-7,2,7,287,   0.70%,3A--3.MEASURE S HUMBOLDT COUNTY COMMERCIAL MARIJUANA CULTIVATION MEASURE..YES
000055,2,4,MEAS_U,NO,211,717,506,1,~  3A--3,MEASURE U LOCAL TRANSPO,NO,210,724,1,-7,1,7,205,   0.49%,3A--3.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..NO
000055,2,4,MEAS_U,YES,416,717,301,1,~  3A--3,MEASURE U LOCAL TRANSPO,YES,415,724,1,-7,1,7,205,   0.49%,3A--3.MEASURE U LOCAL TRANSPORTATION AUTHORITY RETAIL TRANSACTIONS AND USE TAX..YES
000055,2,4,MEAS_V,NO,194,717,523,3,~  3A--3,MEASURE V MOBILE HOME P,NO,194,724,0,-7,0,7,228,   0.00%,3A--3.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..NO
000055,2,4,MEAS_V,YES,426,717,291,3,~  3A--3,MEASURE V MOBILE HOME P,YES,422,724,4,-7,4,7,228,   1.75%,3A--3.MEASURE V MOBILE HOME PARK SPACE RENT STABILIZATION..YES
000055,1,1,PRES,DONALD_J_TRUMP,72,724,652,0,~  3A--3,PRESIDENT AND VICE PRES,DONALD J. TRUMP      ,72,724,0,0,0,0,454,   0.00%,3A--3.PRESIDENT AND VICE PRESIDENT.DONALD J. TRUMP      and MICHAEL R. PENCE
000055,1,1,PRES,GARY_JOHNSON,18,724,706,0,~  3A--3,PRESIDENT AND VICE PRES,GARY JOHNSON      and,17,724,1,0,1,0,454,   0.22%,3A--3.PRESIDENT AND VICE PRESIDENT.GARY JOHNSON      and BILL WELD
000055,1,1,PRES,GLORIAYESTELA_LA_RIVA,5,724,719,0,~  3A--3,PRESIDENT AND VICE PRES,GLORIA ESTELA LA RIVA,5,724,0,0,0,0,454,   0.00%,3A--3.PRESIDENT AND VICE PRESIDENT.GLORIA ESTELA LA RIVA      and DENNIS J. BANKS
000055,1,1,PRES,HILLARY_CLINTON,526,724,198,0,~  3A--3,PRESIDENT AND VICE PRES,HILLARY CLINTON      ,526,724,0,0,0,0,454,   0.00%,3A--3.PRESIDENT AND VICE PRESIDENT.HILLARY CLINTON      and TIM KAINE
000055,1,1,PRES,JILL_STEIN,69,724,655,0,~  3A--3,PRESIDENT AND VICE PRES,JILL STEIN      and A,70,724,-1,0,1,0,454,   0.22%,3A--3.PRESIDENT AND VICE PRESIDENT.JILL STEIN      and AJAMU BARAKA
000055,1,1,PRES,Write_in,25,724,699,0,~  3A--3,PRESIDENT AND VICE PRES,Write_in,25,724,0,0,0,0,454,   0.00%,3A--3.PRESIDENT AND VICE PRESIDENT.Write_in
000055,1,1,PROP_51,NO,245,724,479,0,~  3A--3,PROPOSITION 51 SCHOOL B,NO,245,724,0,0,0,0,184,   0.00%,3A--3.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.NO
000055,1,1,PROP_51,YES,429,724,295,0,~  3A--3,PROPOSITION 51 SCHOOL B,YES,429,724,0,0,0,0,184,   0.00%,3A--3.PROPOSITION 51 SCHOOL BONDS. FUNDING FOR K-12 SCHOOL AND COMMUNITY COLLEGE FACILITIES. INITIATIVE.YES
000055,1,1,PROP_52,NO,122,724,602,2,~  3A--3,PROPOSITION 52 MEDI-CAL,NO,120,724,2,0,2,0,428,   0.47%,3A--3.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..NO
000055,1,1,PROP_52,YES,550,724,174,2,~  3A--3,PROPOSITION 52 MEDI-CAL,YES,548,724,2,0,2,0,428,   0.47%,3A--3.PROPOSITION 52 MEDI-CAL HOSPITAL FEE PROGRAM. INITIATIVE CONSTITUTIONAL AMENDMENT AND STATUTE..YES
000055,1,1,PROP_53,NO,393,724,331,3,~  3A--3,PROPOSITION 53 REVENUE ,NO,392,724,1,0,1,0,145,   0.69%,3A--3.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
000055,1,1,PROP_53,YES,250,724,474,3,~  3A--3,PROPOSITION 53 REVENUE ,YES,247,724,3,0,3,0,145,   2.07%,3A--3.PROPOSITION 53 REVENUE BONDS. STATEWIDE VOTER APPROVAL. INITIATIVE CONSTITUTIONAL AMENDMENT..YES
000055,1,1,PROP_54,NO,206,724,518,4,~  3A--3,PROPOSITION 54 LEGISLAT,NO,204,724,2,0,2,0,246,   0.81%,3A--3.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.NO
000055,1,1,PROP_54,YES,451,724,273,4,~  3A--3,PROPOSITION 54 LEGISLAT,YES,450,724,1,0,1,0,246,   0.41%,3A--3.PROPOSITION 54 LEGISLATURE. LEGISLATION AND PROCEEDINGS. INITIATIVE CONSTITUTIONAL AMENDMENT AND.YES
000055,1,2,PROP_55,NO,81,723,642,0,~  3A--3,PROPOSITION 55 TAX EXTE,NO,81,724,0,-1,0,1,511,   0.00%,3A--3.PROPOSITION 55 TAX EXTENSION TO FUND EDUCATION AND HEALTHCARE. INITIATIVE CONSTITUTIONAL AMENDMENT..NO
